Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
00:00.0,4.168,0.02,7.4536,8.2421
30:00.0,4.1684,0.02,7.4585,7.7021
00:00.0,4.0659,0.02,7.4574,7.7268
30:00.0,4.0667,0.02,7.613,7.6273
00:00.0,4.0655,0.02,7.4646,8.021
30:00.0,4.0655,0.02,7.4596,7.725
00:00.0,3.8429,0.02,7.4591,7.6273
30:00.0,3.8429,0.02,7.597,7.6266
00:00.0,3.8441,0.02,7.4816,7.9727
30:00.0,3.8437,0.02,7.4843,7.7018
00:00.0,3.9305,0.02,7.4981,7.7751
30:00.0,3.9313,0.0235,7.6316,7.774
00:00.0,3.9313,0.02,7.5445,8.6877
00:00.0,4.1056,0.02,7.5789,7.8503
30:00.0,4.1052,0.02,7.6124,7.8259
00:00.0,4.106,0.02,7.608,8.294
30:00.0,4.1044,0.02,7.5943,7.8728
00:00.0,4.1766,0.022,7.5794,7.7984
30:00.0,4.1762,0.02,7.5882,7.8227
00:00.0,4.1762,0.02,7.5923,8.586
30:00.0,4.177,0.02,7.6182,7.948
00:00.0,4.049,0.02,7.6281,7.8481
30:00.0,4.0494,0.0243,7.7039,7.9229
00:00.0,4.0506,0.02,7.6569,8.022
30:00.0,4.0494,0.02,7.6465,7.8971
00:00.0,4.1531,0.02,7.6303,7.8503
30:00.0,4.1527,0.02,7.6665,7.7007
00:00.0,4.1523,0.02,7.5926,8.44
30:00.0,4.1531,0.0241,7.5891,7.6756
00:00.0,4.1527,0.0232,7.5891,7.6999
30:00.0,4.1523,0.02,7.6009,7.7493
00:00.0,4.1535,0.0244,7.6171,7.9465
30:00.0,4.1523,0.0218,7.6374,7.579
00:00.0,4.3195,0.02,7.6454,7.554
30:00.0,4.3191,0.02,7.796,7.6989
00:00.0,4.3183,0.0241,7.6465,7.847
30:00.0,4.3195,0.02,7.6311,7.7225
00:00.0,4.3266,0.0231,7.6333,7.9233
30:00.0,4.3262,0.02,7.6718,7.823
00:00.0,4.327,0.02,7.6229,7.8735
30:00.0,4.3262,0.02,7.6132,7.6981
00:00.0,4.453,0.02,7.6132,7.7254
30:00.0,4.4534,0.02,7.6121,7.6999
00:00.0,4.453,0.02,7.613,8.5399
30:00.0,4.4538,0.02,7.6036,7.7504
00:00.0,4.358,0.02,7.6033,7.7014
30:00.0,4.3588,0.02,7.7113,7.754
00:00.0,4.3584,0.02,7.6234,7.5808
30:00.0,4.3584,0.02,7.6116,7.8013
00:00.0,4.1374,0.02,7.6036,7.8525
30:00.0,4.137,0.0202,7.6124,7.8993
00:00.0,4.1366,0.0239,7.6264,8.1702
30:00.0,4.1374,0.0241,7.6657,7.8016
00:00.0,4.0808,0.02,7.666,7.7501
30:00.0,4.0812,0.02,7.6619,7.7493
00:00.0,4.0812,0.02,7.6506,8.1949
30:00.0,4.0804,0.02,7.647,7.8259
00:00.0,4.0494,0.0206,7.6525,7.8009
30:00.0,4.0482,0.02,7.661,7.8989
00:00.0,4.049,0.02,7.6698,8.0932
30:00.0,4.0502,0.02,7.6814,7.7018
00:00.0,4.0965,0.02,7.7292,7.7254
00:00.0,4.0969,0.02,7.7001,7.4824
30:00.0,4.0973,0.02,7.6957,7.9491
00:00.0,4.144,0.02,7.7053,7.9215
30:00.0,4.144,0.02,7.7248,7.8971
00:00.0,4.144,0.02,7.6891,7.5038
30:00.0,4.1448,0.02,7.6745,8.0217
00:00.0,4.073,0.02,7.6652,7.9244
30:00.0,4.073,0.0245,7.7677,7.8009
00:00.0,4.0738,0.02,7.6523,7.4073
30:00.0,4.073,0.02,7.6212,7.7733
00:00.0,4.0973,0.02,7.6086,7.7243
30:00.0,4.0965,0.02,7.71,7.8721
00:00.0,4.0965,0.0232,7.5704,7.5511
30:00.0,4.0973,0.025,7.5585,7.6978
00:00.0,4.0891,0.02,7.5558,7.7246
30:00.0,4.0887,0.02,7.6665,7.6244
00:00.0,4.0887,0.02,7.5445,7.404
30:00.0,4.0891,0.02,7.5404,7.6749
00:00.0,4.0812,0.0242,7.564,7.6269
30:00.0,4.082,0.0243,7.7776,7.3822
00:00.0,4.0808,0.02,7.5687,7.2286
30:00.0,4.0812,0.02,7.5467,7.5547
00:00.0,4.0895,0.02,7.536,7.7246
30:00.0,4.0883,0.02,7.5352,7.6364
00:00.0,4.0895,0.02,7.5423,7.2845
30:00.0,4.0883,0.02,7.5368,7.6044
00:00.0,4.1601,0.02,7.5272,7.5554
30:00.0,4.1605,0.02,7.5377,7.4588
00:00.0,4.1597,0.02,7.5377,7.3368
30:00.0,4.1601,0.02,7.5473,7.4105
00:00.0,4.0094,0.02,7.5368,7.1109
30:00.0,4.0098,0.02,7.7075,6.271
00:00.0,4.0102,0.02,7.7025,7.087
30:00.0,4.0094,0.02,7.721,7.0398
00:00.0,4.1837,0.0213,7.6935,7.067
30:00.0,4.1841,0.0243,7.7215,7.1886
00:00.0,4.1841,0.022,7.6786,6.8175
30:00.0,4.1829,0.0233,7.6044,7.1382
00:00.0,3.9383,0.0245,7.5943,7.0655
30:00.0,3.9379,0.02,7.7663,7.1669
00:00.0,3.9375,0.0219,7.7883,7.1905
30:00.0,3.9368,0.0236,7.5775,7.3168
00:00.0,4.04,0.0221,7.7493,8.4004
30:00.0,4.0404,0.02,7.8045,7.6088
00:00.0,4.0404,0.02,7.8465,7.4853
30:00.0,4.0412,0.02,7.8369,7.7039
00:00.0,4.137,0.022,7.8229,7.8303
30:00.0,4.1362,0.02,7.8127,7.7279
00:00.0,4.1362,0.0211,7.7484,7.7522
30:00.0,4.1378,0.02,7.7102,7.8045
00:00.0,4.5162,0.0248,7.7869,7.9255
00:00.0,4.517,0.02,7.7185,7.7043
30:00.0,4.5162,0.024,7.7336,7.9033
00:00.0,4.8892,0.023,7.7721,7.9015
30:00.0,4.8888,0.02,7.7671,7.8285
00:00.0,4.8892,0.02,7.8086,7.7762
30:00.0,4.8888,0.0206,7.8207,7.8013
00:00.0,5.0309,0.0239,7.7916,7.8016
30:00.0,5.0321,0.02,7.7916,7.8786
00:00.0,5.0313,0.02,7.8081,7.5823
30:00.0,5.0317,0.02,7.8229,7.7261
00:00.0,4.8809,0.02,7.8246,7.7511
30:00.0,4.8813,0.02,7.8317,7.8281
00:00.0,4.8809,0.02,7.8507,7.6048
30:00.0,4.8797,0.02,7.8119,7.6542
00:00.0,5.4674,0.0235,7.8218,7.778
30:00.0,5.4667,0.0247,7.8083,7.7747
00:00.0,5.4663,0.02,7.8009,7.6509
30:00.0,5.4674,0.02,7.8078,7.8532
00:00.0,4.928,0.02,7.821,7.7504
30:00.0,4.928,0.02,7.807,7.7264
00:00.0,4.9288,0.02,7.8061,7.6063
30:00.0,4.928,0.0361,7.8083,7.6048
00:00.0,4.7459,0.02,7.7993,7.6535
30:00.0,4.7459,0.02,7.8856,7.7279
00:00.0,4.7467,0.02,8.6306,8.2221
30:00.0,4.7463,0.02,8.6273,6.1711
00:00.0,4.6748,0.02,8.6012,6.1973
30:00.0,4.6752,0.02,8.6045,6.2438
00:00.0,4.6748,0.02,8.6111,6.2441
30:00.0,4.674,0.02,8.6012,6.2935
00:00.0,4.6191,0.02,8.6028,6.3193
30:00.0,4.6195,0.02,8.6058,6.32
00:00.0,4.6191,0.02,8.6003,6.2931
30:00.0,4.6191,0.0208,8.5921,6.3443
00:00.0,4.8157,0.02,8.6012,6.3683
30:00.0,4.8157,0.02,8.6223,6.3436
00:00.0,4.8157,0.02,8.6292,6.3462
30:00.0,4.8157,0.02,8.6284,6.3698
00:00.0,4.9661,0.02,8.6089,6.3429
30:00.0,4.9665,0.0213,8.6451,6.3687
00:00.0,4.9673,0.02,8.6679,6.3926
30:00.0,4.9677,0.02,8.6652,6.3919
00:00.0,4.9669,0.02,8.6663,6.3901
30:00.0,4.9673,0.02,8.6561,6.3414
00:00.0,4.9673,0.02,8.6646,6.2674
30:00.0,4.9685,0.02,8.6572,6.2928
00:00.0,4.9359,0.02,8.6394,6.2663
30:00.0,4.9359,0.023,8.6237,6.2176
00:00.0,4.9351,0.02,8.6034,6.1413
30:00.0,4.9363,0.02,8.6061,6.0931
00:00.0,5.3238,0.02,8.6034,6.1925
30:00.0,5.3238,0.02,8.5825,6.1428
00:00.0,5.3249,0.02,8.5968,6.1421
30:00.0,5.3238,0.02,8.5808,6.1174
00:00.0,5.4349,0.02,8.5635,6.0669
30:00.0,5.4349,0.02,8.5715,6.0172
00:00.0,5.4349,0.02,8.5591,6.0168
30:00.0,5.4356,0.02,8.5545,5.9935
00:00.0,5.5538,0.02,8.5231,5.9681
30:00.0,5.5534,0.0227,8.489,5.9409
00:00.0,5.5534,0.02,8.4454,5.9166
30:00.0,5.5526,0.02,8.3885,5.918
00:00.0,5.6731,0.02,8.3387,5.8461
30:00.0,5.6724,0.02,8.295,5.7938
00:00.0,5.672,0.02,8.2632,5.7688
30:00.0,5.672,0.0228,8.2197,5.7441
00:00.0,5.6005,0.02,8.1678,5.7226
30:00.0,5.6005,0.02,8.0906,5.7205
00:00.0,5.6009,0.02,8.0483,5.7234
30:00.0,5.6009,0.02,8.0309,5.8221
00:00.0,5.8942,0.02,7.9779,5.796
30:00.0,5.8938,0.02,7.9757,5.8211
00:00.0,5.8946,0.0216,7.9177,6.0426
30:00.0,5.8938,0.02,7.8966,6.0451
00:00.0,5.1891,0.02,7.8644,6.0698
30:00.0,5.1899,0.0212,7.8784,5.9968
00:00.0,5.1895,0.02,7.8694,5.995
30:00.0,5.1891,0.02,7.893,6.0175
00:00.0,4.9834,0.02,7.9015,6.0422
30:00.0,4.983,0.02,7.9268,6.0182
00:00.0,4.9842,0.02,7.8872,5.9707
30:00.0,4.983,0.02,7.8595,6.0698
00:00.0,5.023,0.0219,7.8512,6.0676
30:00.0,5.0226,0.0214,7.8317,6.0433
00:00.0,5.0219,0.02,7.7913,5.9442
30:00.0,5.0226,0.02,7.7636,6.1199
00:00.0,5.1173,0.0224,7.7641,6.0673
30:00.0,5.1173,0.02,7.7855,6.1181
00:00.0,5.1176,0.023,7.7674,6.0684
30:00.0,5.1169,0.02,7.7721,6.1443
00:00.0,4.8079,0.0234,7.7682,6.141
30:00.0,4.8079,0.02,7.7963,6.1417
00:00.0,4.8087,0.02,7.7866,6.0157
30:00.0,4.8091,0.0237,7.7729,6.1929
00:00.0,4.8479,0.02,7.7567,6.1417
30:00.0,4.8491,0.02,7.7902,6.2176
00:00.0,4.8491,0.024,7.7625,6.0426
30:00.0,4.8487,0.0203,7.7622,6.1671
00:00.0,4.6823,0.02,7.7622,6.165
30:00.0,4.6823,0.02,7.777,6.117
00:00.0,4.6831,0.02,7.7597,6.0669
30:00.0,4.6823,0.02,7.7487,6.1174
00:00.0,4.5951,0.02,7.732,6.0408
30:00.0,4.5955,0.02,7.7457,6.0153
00:00.0,4.5955,0.02,7.7292,5.8944
30:00.0,4.5951,0.02,7.7311,5.966
00:00.0,4.4291,0.0239,7.713,5.9187
30:00.0,4.4287,0.02,7.7273,5.9427
00:00.0,4.4294,0.02,7.6775,5.8207
30:00.0,4.4291,0.02,7.6536,5.8937
00:00.0,4.493,0.02,7.6501,5.8944
30:00.0,4.4919,0.02,7.6877,5.8425
00:00.0,4.4923,0.02,7.683,5.7212
30:00.0,4.4923,0.02,7.7045,5.7942
00:00.0,4.2936,0.02,7.7614,5.5483
30:00.0,4.294,0.0214,7.918,5.6489
00:00.0,4.2944,0.02,7.655,5.9413
30:00.0,4.2944,0.02,7.6429,5.5258
00:00.0,4.389,0.02,7.636,5.426
30:00.0,4.3898,0.02,7.6404,5.5266
00:00.0,4.3894,0.02,7.6377,4.9575
30:00.0,4.3894,0.02,7.6272,5.5008
00:00.0,4.2457,0.02,7.6163,5.5531
30:00.0,4.2473,0.02,7.5948,5.5269
00:00.0,4.2473,0.02,7.5506,4.9593
30:00.0,4.2465,0.02,7.516,5.4285
00:00.0,4.2944,0.02,7.4876,5.4554
30:00.0,4.2936,0.02,7.4648,5.4038
00:00.0,4.294,0.0234,7.4582,5.0828
30:00.0,4.294,0.02,7.4442,5.3541
00:00.0,4.23,0.02,7.4387,5.3319
30:00.0,4.2308,0.02,7.4321,5.4038
00:00.0,4.2312,0.02,7.4236,5.1572
30:00.0,4.2304,0.02,7.4225,5.3802
00:00.0,4.2708,0.02,7.4236,5.3548
30:00.0,4.2701,0.02,7.4247,5.3297
00:00.0,4.2705,0.02,7.4154,5.0316
30:00.0,4.2705,0.02,7.4145,5.3522
00:00.0,4.2222,0.02,7.4192,5.378
30:00.0,4.2222,0.02,7.4239,5.3504
00:00.0,4.2226,0.02,7.5055,5.106
30:00.0,4.2226,0.02,7.5679,5.4746
00:00.0,3.8115,0.02,7.5882,5.4005
30:00.0,3.8107,0.02,7.5874,5.5015
00:00.0,3.8111,0.02,7.5781,5.1035
30:00.0,3.8119,0.02,7.5679,5.402
00:00.0,3.9846,0.02,7.5869,5.3748
30:00.0,3.9854,0.02,7.591,5.3755
00:00.0,3.9858,0.02,7.5929,5.0309
30:00.0,3.985,0.02,7.5869,5.3501
00:00.0,4.1201,0.0225,7.5775,5.4746
30:00.0,4.1197,0.02,7.5734,5.4514
00:00.0,4.1193,0.02,7.5531,5.2266
30:00.0,4.1201,0.02,7.5258,5.4256
00:00.0,4.1036,0.02,7.5014,5.3744
30:00.0,4.104,0.02,7.5063,5.3254
00:00.0,4.104,0.02,7.5401,5.1768
00:00.0,4.0404,0.02,7.5346,5.4485
30:00.0,4.0404,0.0234,7.5201,5.4724
00:00.0,4.0412,0.02,7.5256,5.2251
30:00.0,4.0408,0.02,7.5451,5.349
00:00.0,3.9854,0.02,7.5445,5.398
30:00.0,3.9854,0.02,7.5451,5.3243
00:00.0,3.9854,0.02,7.5599,5.1522
30:00.0,3.985,0.02,7.5588,5.3995
00:00.0,4.168,0.02,7.5596,5.3036
30:00.0,4.1672,0.02,7.5978,5.301
00:00.0,4.1688,0.02,7.5943,5.1569
30:00.0,4.1676,0.02,7.6022,4.8845
00:00.0,4.2076,0.02,7.6039,5.2571
30:00.0,4.2069,0.02,7.6176,5.3283
00:00.0,4.2076,0.0241,7.6168,5.3061
30:00.0,4.2072,0.02,7.6267,5.5051
00:00.0,4.0412,0.02,7.6088,5.4561
30:00.0,4.0404,0.02,7.6022,5.3813
00:00.0,4.0404,0.02,7.5695,5.1591
30:00.0,4.04,0.02,7.5542,5.2814
00:00.0,4.0164,0.02,7.5473,5.2836
30:00.0,4.0161,0.02,7.5522,5.2567
00:00.0,4.0164,0.02,7.575,5.1572
30:00.0,4.0164,0.0232,7.5643,5.3069
00:00.0,3.9529,0.02,7.5552,5.2575
30:00.0,3.9525,0.0235,7.5558,5.2328
00:00.0,3.9532,0.02,7.5547,5.0882
30:00.0,3.9529,0.02,7.5632,5.1307
00:00.0,3.7322,0.02,7.5745,5.1082
30:00.0,3.731,0.02,7.6011,5.1543
00:00.0,3.7318,0.02,7.6473,5.0824
30:00.0,3.7314,0.02,7.7487,5.2284
00:00.0,4.1586,0.02,7.8193,4.9335
30:00.0,4.1597,0.02,7.84,4.9829
00:00.0,4.1593,0.02,7.9763,5.3261
30:00.0,4.1586,0.02,8.0139,5.3007
00:00.0,4.508,0.02,8.0158,5.6511
30:00.0,4.5068,0.02,8.0112,5.4507
00:00.0,4.5076,0.02,7.9521,5.6736
30:00.0,4.5076,0.0241,7.9062,6.019
00:00.0,4.7125,0.02,7.8776,5.9456
30:00.0,4.7137,0.02,7.8435,5.845
00:00.0,4.7137,0.0237,7.8196,5.2546
30:00.0,4.7129,0.02,7.8257,5.7459
00:00.0,4.6815,0.02,7.8441,5.698
30:00.0,4.6815,0.02,7.8432,5.7219
00:00.0,4.6823,0.02,7.8336,5.2778
30:00.0,4.6811,0.0215,7.8334,5.6976
00:00.0,4.705,0.02,7.8292,5.6736
30:00.0,4.7062,0.0219,7.8383,5.6747
00:00.0,4.7054,0.02,7.8482,5.5251
30:00.0,4.7054,0.0234,7.8531,5.699
00:00.0,4.7459,0.02,7.8732,5.6998
30:00.0,4.7451,0.02,7.937,5.0047
00:00.0,4.7455,0.02,7.9823,6.1693
30:00.0,4.7455,0.02,7.9554,5.0821
00:00.0,4.8248,0.02,7.9425,5.1812
30:00.0,4.8244,0.02,7.9754,4.9561
00:00.0,4.8248,0.0233,7.971,5.0799
30:00.0,4.8256,0.02,8.0018,4.9317
00:00.0,5.0466,0.02,8.0112,4.959
30:00.0,5.0462,0.02,8.0441,5.0316
00:00.0,5.047,0.02,8.0114,5.1336
30:00.0,5.0466,0.023,8.0007,5.134
00:00.0,4.5398,0.0234,7.968,5.8254
30:00.0,4.5402,0.02,8.0958,5.9725
00:00.0,4.5398,0.0227,8.126,5.0592
30:00.0,4.539,0.0219,8.14,5.0592
00:00.0,4.5394,0.02,8.1576,4.8842
30:00.0,4.539,0.02,8.1777,5.1089
00:00.0,4.5386,0.02,8.22,5.0363
30:00.0,4.5382,0.02,8.2354,6.4442
00:00.0,4.5386,0.02,8.2623,6.5949
30:00.0,4.5398,0.02,8.3005,6.5931
00:00.0,4.5402,0.02,8.3167,6.6181
30:00.0,4.5398,0.0232,8.3261,6.6661
00:00.0,5.4027,0.02,8.3585,6.6407
30:00.0,5.4023,0.02,8.3865,6.7645
00:00.0,5.4034,0.02,8.3799,6.8132
30:00.0,5.4038,0.02,8.3401,6.836
00:00.0,6.1474,0.02,8.2904,6.7158
30:00.0,6.1474,0.023,8.2667,6.5139
00:00.0,6.1466,0.02,8.2151,6.3142
30:00.0,6.1474,0.02,8.1958,6.1668
00:00.0,5.712,0.02,8.195,6.2162
30:00.0,5.712,0.02,8.1708,6.1657
00:00.0,5.7128,0.02,8.1293,6.0404
30:00.0,5.7116,0.02,8.0752,5.9191
00:00.0,5.8467,0.02,8.0186,5.8933
30:00.0,5.8467,0.02,7.9403,5.6224
30:00.0,5.8463,0.02,7.9713,5.1028
00:00.0,5.0234,0.02,7.9754,4.756
30:00.0,5.0234,0.02,7.8919,4.7571
00:00.0,5.0238,0.0232,7.8548,4.8809
30:00.0,5.023,0.02,7.8279,5.4735
00:00.0,4.7145,0.02,7.8199,5.4997
30:00.0,4.7145,0.02,7.8295,5.4252
00:00.0,4.7141,0.02,7.849,4.7538
30:00.0,4.7145,0.02,7.8248,4.557
00:00.0,4.8884,0.0217,8.0381,5.4234
30:00.0,4.8884,0.02,8.0342,5.845
00:00.0,4.8888,0.02,8.0087,6.0408
30:00.0,4.8888,0.02,8.0153,6.0397
00:00.0,4.8884,0.02,8.0158,5.8919
30:00.0,4.8884,0.02,8.015,5.8454
00:00.0,4.888,0.02,7.5825,5.942
30:00.0,4.888,0.02,7.5311,5.8708
00:00.0,4.8884,0.02,5.9061,5.7717
30:00.0,4.8884,0.0225,7.5929,6.6882
00:00.0,4.8892,0.02,7.6215,6.2187
30:00.0,4.8888,0.02,7.6415,6.2434
00:00.0,4.3965,0.02,7.6473,6.2416
30:00.0,4.3973,0.02,7.6525,6.267
00:00.0,4.3969,0.0206,7.647,6.2921
30:00.0,4.3969,0.02,7.6514,6.2942
00:00.0,4.5319,0.02,7.6762,6.3164
30:00.0,4.5307,0.02,7.71,6.3672
00:00.0,4.5311,0.0232,7.7325,6.3897
30:00.0,4.5319,0.02,7.7814,6.4159
00:00.0,4.5315,0.02,7.8309,6.4406
30:00.0,4.5323,0.02,7.879,6.4896
00:00.0,4.5315,0.0225,7.8971,6.539
30:00.0,4.5319,0.0221,7.9109,6.563
00:00.0,4.3262,0.02,7.9056,6.5637
30:00.0,4.3258,0.02,7.8963,6.564
00:00.0,4.3262,0.0219,7.9032,6.515
30:00.0,4.3262,0.02,7.9205,6.5397
00:00.0,4.6265,0.02,7.9265,6.5383
30:00.0,4.6265,0.0202,7.9353,6.5375
00:00.0,4.6269,0.02,7.9609,6.5136
30:00.0,4.6273,0.02,7.9881,6.515
00:00.0,4.6591,0.02,8.018,6.5386
30:00.0,4.6587,0.02,8.0474,6.563
00:00.0,4.6587,0.0216,8.0763,6.5368
30:00.0,4.6579,0.02,8.0851,6.5611
00:00.0,4.8087,0.022,8.1153,6.5393
30:00.0,4.8087,0.02,8.1051,6.5128
00:00.0,4.8087,0.02,8.079,6.4366
30:00.0,4.8091,0.02,8.0603,6.3876
00:00.0,5.5774,0.02,8.0466,6.3632
30:00.0,5.5766,0.02,8.0249,6.3374
00:00.0,5.5774,0.02,8.0186,6.2891
30:00.0,5.5774,0.02,7.9834,6.2902
00:00.0,5.8145,0.0204,7.9938,6.2641
30:00.0,5.8145,0.0235,8.0672,5.3969
00:00.0,5.8137,0.02,8.1321,5.3483
30:00.0,5.8145,0.0828,8.1994,5.3254
00:00.0,6.0053,0.1774,8.0062,5.5487
30:00.0,6.0033,0.2424,8.0562,6.4645
00:00.0,6.0041,0.1637,8.0521,6.3883
30:00.0,6.0041,0.1603,8.012,6.5157
00:00.0,6.0037,0.1276,7.9661,6.4152
30:00.0,6.0045,0.0731,8.012,6.4925
00:00.0,6.0033,0.0807,7.9471,6.3661
30:00.0,6.0037,0.0494,8.0117,6.365
00:00.0,6.0041,0.1398,7.9658,6.218
30:00.0,6.0045,0.1236,8.1312,6.2928
00:00.0,6.0045,0.0839,8.173,5.6003
30:00.0,6.0049,0.1727,8.1623,6.4406
00:00.0,6.0049,0.1091,8.1521,6.4413
30:00.0,6.0053,0.1082,8.1623,6.442
00:00.0,6.0045,0.1247,8.1442,6.4671
30:00.0,6.0045,0.2002,8.1395,6.4936
00:00.0,6.4952,0.2107,8.1387,6.5183
30:00.0,6.4948,0.1953,8.1527,6.543
00:00.0,6.4952,0.2049,8.1433,6.5662
30:00.0,6.4956,0.1389,8.1499,6.5408
00:00.0,5.6398,0.2377,8.1422,6.6167
30:00.0,5.641,0.1774,8.1692,6.6156
00:00.0,5.6406,0.0643,8.1642,6.6396
30:00.0,5.6402,0.2368,8.1535,6.689
00:00.0,5.6959,0.1233,8.1494,6.7133
30:00.0,5.6959,0.1744,8.1436,6.7144
00:00.0,5.6967,0.1498,8.1329,6.6893
30:00.0,5.6967,0.0981,8.115,6.6868
00:00.0,5.1577,0.0855,8.0873,6.6399
30:00.0,5.1581,0.1723,8.0708,6.5626
00:00.0,5.1577,0.0995,7.9996,6.4406
30:00.0,5.1577,0.1941,7.9647,6.4122
00:00.0,5.3956,0.1069,7.9554,6.3396
30:00.0,5.3952,0.0981,7.9809,6.3157
00:00.0,5.3956,0.2039,7.9452,6.2659
30:00.0,5.396,0.1452,7.913,6.2648
00:00.0,5.4109,0.1876,7.8979,6.1911
30:00.0,5.4121,0.0913,7.9065,6.1668
00:00.0,5.4117,0.1262,7.8834,6.0916
30:00.0,5.4105,0.1145,7.8746,6.0393
00:00.0,5.182,0.2337,7.8548,5.9921
30:00.0,5.1808,0.0893,7.8836,5.9903
00:00.0,5.1816,0.0975,7.8922,5.9917
30:00.0,5.1816,0.1957,7.9161,5.9899
00:00.0,5.3555,0.1632,7.9306,6.0168
00:00.0,5.3559,0.1414,7.9163,5.9405
30:00.0,5.3552,0.2683,7.9405,5.9896
00:00.0,5.4831,0.1883,7.9554,5.9917
30:00.0,5.4824,0.2448,7.9908,5.9925
00:00.0,5.482,0.2581,7.9903,5.9899
30:00.0,5.482,0.3578,8.0007,6.015
00:00.0,5.5927,0.1652,8.0087,6.015
30:00.0,5.5938,0.2237,8.0444,6.3403
00:00.0,5.5931,0.2083,8.0199,6.3389
30:00.0,5.5931,0.1804,8.009,6.3422
00:00.0,5.6096,0.1765,8.0043,6.3418
30:00.0,5.6092,0.3782,8.0241,6.3643
00:00.0,5.6096,0.2927,8.0194,6.3894
30:00.0,5.6096,0.1705,8.0301,6.4417
00:00.0,5.4184,0.1717,8.0334,6.4674
30:00.0,5.4195,0.2105,8.0568,6.5143
00:00.0,5.4191,0.152,8.0491,6.5161
30:00.0,5.4188,0.2609,8.0636,6.588
00:00.0,5.4977,0.0939,8.0628,6.6149
30:00.0,5.4981,0.1939,8.0735,6.5876
00:00.0,5.4988,0.1982,8.0469,6.5397
30:00.0,5.4992,0.3795,8.0375,6.5876
00:00.0,5.6967,0.1839,8.0331,6.5644
30:00.0,5.6971,0.1706,8.0543,6.5626
00:00.0,5.6963,0.2512,8.034,6.5139
30:00.0,5.6967,0.0833,8.0301,6.5401
00:00.0,5.807,0.4035,8.0254,6.5143
30:00.0,5.807,0.353,8.0428,6.5139
00:00.0,5.8086,0.1175,8.0092,6.4881
30:00.0,5.8074,0.1344,7.985,6.5143
00:00.0,5.6963,0.2404,7.985,6.4656
30:00.0,5.6971,0.1895,7.9938,6.4653
00:00.0,5.6963,0.2543,7.9818,6.4373
30:00.0,5.6967,0.2729,7.9719,6.4881
00:00.0,5.7364,0.207,7.9603,6.4638
30:00.0,5.7356,0.0923,7.9697,6.4119
00:00.0,5.7364,0.2394,7.9666,6.3127
30:00.0,5.7356,0.3978,7.9617,6.3124
00:00.0,5.5935,0.2001,7.9361,6.263
30:00.0,5.595,0.1661,7.9109,6.2405
00:00.0,5.5938,0.2922,7.8691,6.2147
30:00.0,5.5938,0.2223,7.8389,6.1911
00:00.0,5.721,0.1801,7.8251,6.166
30:00.0,5.7203,0.3418,7.8246,6.1406
00:00.0,5.7203,0.2112,7.7919,6.1123
30:00.0,5.7203,0.1794,7.7611,6.1377
00:00.0,5.4753,0.1884,7.7432,6.1156
30:00.0,5.4749,0.2073,7.7523,6.0905
00:00.0,5.4749,0.1675,7.7388,6.0153
30:00.0,5.4753,0.1824,7.7578,6.0894
00:00.0,5.2378,0.1433,7.7726,6.0905
30:00.0,5.237,0.1136,7.8298,6.1141
00:00.0,5.2374,0.2012,7.8597,6.1374
30:00.0,5.2378,0.1911,7.8691,6.1896
00:00.0,5.0788,0.1621,7.8487,6.1907
30:00.0,5.0796,0.2105,7.8199,6.2648
00:00.0,5.0792,0.1762,7.7677,6.1403
30:00.0,5.0784,0.1616,7.733,6.2877
00:00.0,5.1267,0.1859,7.7377,6.2899
00:00.0,5.1255,0.2344,7.7333,6.1624
30:00.0,5.1259,0.1732,7.7333,6.3367
00:00.0,5.0156,0.1952,7.7363,6.3393
30:00.0,5.0164,0.1867,7.7575,6.1911
00:00.0,5.0152,0.133,7.7468,6.3625
30:00.0,5.016,0.1868,7.7622,6.3857
00:00.0,4.8091,0.2203,7.7564,6.3876
30:00.0,4.8103,0.201,7.7578,6.2401
00:00.0,4.8099,0.2717,7.7435,6.3868
30:00.0,4.8095,0.1402,7.7473,6.385
00:00.0,4.5323,0.209,7.752,6.409
30:00.0,4.5319,0.2259,7.7721,6.2873
00:00.0,4.5327,0.2787,7.7561,6.4086
30:00.0,4.5319,0.2258,7.7625,6.4359
00:00.0,4.4997,0.1835,7.7652,6.4097
30:00.0,4.5005,0.1716,7.7803,6.2601
00:00.0,4.5001,0.3553,7.7616,6.4086
30:00.0,4.5017,0.1511,7.7523,6.3847
30:00.0,4.2351,0.1323,7.7427,6.36
00:00.0,4.2426,0.1849,7.7561,6.1857
30:00.0,4.2316,0.1621,7.7303,6.336
00:00.0,4.0844,0.1477,7.7226,6.3091
30:00.0,4.0812,0.1624,7.7122,6.2841
00:00.0,4.0808,0.1379,7.7276,6.0622
30:00.0,4.0797,0.3442,7.7089,6.2608
00:00.0,4.358,0.2065,7.6877,6.2369
30:00.0,4.3572,0.1971,7.6773,6.2093
00:00.0,4.3568,0.1811,7.7133,6.0604
30:00.0,4.3584,0.2622,7.6918,6.2343
00:00.0,4.0958,0.1611,7.7014,6.2096
30:00.0,4.0961,0.2847,7.7078,6.2103
00:00.0,4.0977,0.3877,7.7352,6.0349
30:00.0,4.0965,0.267,7.7223,6.2347
00:00.0,4.2473,0.15,7.7177,6.2107
30:00.0,4.2496,0.153,7.7017,6.2354
00:00.0,4.2473,0.1962,7.716,6.0353
